Client_ID,Industry,Contract_Length,Renewal_Status,Monthly_Marketing_Spend,Campaign_Count,Leads,Conversions,Conversion_Rate,Website_Visits,Social_Engagement,Campaign_Performance,Ad_Spend,ROAS,Client_Feedback_Score,Complaint_Count,Avg_Response_Time,Monthly_Revenue,Client_Lifetime_Value,Performance_Change_3M,Churn
CL10349,Retail,18,Not Renewed,58587.03,14,2312,218,9.43,33671,19398,76.87,38317.33,2.52,6.97,9,25.27,161686.56,4103801.62,-4.19,0
CL10350,Travel,18,Pending,39064.95,17,6220,272,4.37,13680,13646,56.62,27298.0,2.26,5.74,7,35.17,115481.51,1505711.64,-1.85,0
CL10351,Education,6,Renewed,67379.95,9,5918,539,9.11,27801,10274,77.37,40976.62,2.88,6.51,9,28.25,207193.03,3445508.2,-0.8,0
CL10352,E-commerce,24,Pending,27837.9,16,482,34,7.05,37431,16238,76.82,21081.16,2.65,6.56,9,8.64,79813.24,1110193.72,3.43,0
CL10353,E-commerce,12,Not Renewed,23201.33,18,2356,117,4.97,24514,11859,61.91,14386.58,2.87,7.98,1,32.69,77221.04,2290156.18,11.84,0
CL10354,Retail,24,Not Renewed,92232.71,18,1512,104,6.88,49739,9290,61.28,58381.89,2.26,6.41,8,7.27,310576.09,8321054.54,2.49,0
CL10355,Retail,12,Not Renewed,14671.35,14,9875,604,6.12,31436,12986,65.9,9640.13,3.11,7.78,2,38.88,40918.72,1164749.59,-8.69,0
CL10356,Travel,12,Renewed,53066.0,18,6246,867,13.88,14836,16879,95.0,41536.33,3.53,5.71,7,47.52,116472.18,2952923.05,27.6,0
CL10357,Healthcare,6,Pending,25981.01,7,471,14,2.97,22700,17422,47.47,18543.99,2.66,6.01,7,18.74,83757.05,1510948.81,-18.01,1
CL10358,Retail,12,Renewed,8698.35,18,5906,713,12.07,5970,9928,77.79,5129.11,2.63,8.08,2,21.9,30188.71,377949.17,15.53,0
CL10359,E-commerce,18,Not Renewed,8421.79,17,5665,810,14.3,31359,2610,87.1,6047.92,3.0,6.9,2,3.18,27114.47,341039.39,12.17,0
CL10360,Finance,6,Pending,21646.07,15,8902,886,9.95,15453,18133,78.92,15303.14,3.27,7.35,5,1.65,67355.16,763606.98,2.06,0
CL10361,Education,24,Pending,87343.18,14,8407,1424,16.94,39544,3535,78.35,71831.7,3.19,7.85,0,44.31,208520.23,4175886.62,0.92,0
CL10362,E-commerce,12,Pending,31835.48,7,7537,1015,13.47,39007,3301,90.27,25040.72,3.11,8.38,3,7.05,103510.82,2923069.32,19.99,0
CL10363,E-commerce,18,Renewed,95293.62,4,546,77,14.1,27933,15253,90.7,67561.15,3.16,8.93,0,21.95,245899.73,7332621.15,25.29,1
CL10364,Healthcare,12,Renewed,60254.12,15,1491,83,5.57,26457,19721,61.2,35345.24,2.41,8.35,2,39.32,227623.46,3259703.52,0.32,0
CL10365,Travel,12,Not Renewed,46478.35,15,1440,209,14.51,7023,158,95.0,35408.63,3.25,6.78,8,42.8,151671.4,3540150.0,17.54,0
CL10366,Travel,18,Not Renewed,60108.44,16,3039,468,15.4,21887,11222,95.0,40878.75,2.97,7.39,4,25.41,147518.02,3117963.93,6.62,0
CL10367,Real Estate,12,Renewed,54086.35,9,6069,492,8.11,48261,3071,76.65,45654.72,2.51,7.85,4,27.56,157076.14,2946213.47,3.04,0
CL10368,Healthcare,12,Renewed,77083.74,16,9365,544,5.81,31669,9819,73.44,42319.16,3.18,5.88,10,32.48,278663.22,6310860.91,-4.11,0
CL10369,Finance,24,Renewed,31837.13,14,4913,416,8.47,46141,14117,79.19,15341.11,2.89,7.36,3,46.18,80386.84,1299854.11,20.88,0
CL10370,Travel,36,Pending,38539.79,18,3669,512,13.95,23490,8414,86.02,18420.35,3.51,7.3,2,29.33,112648.51,3241873.74,11.53,0
CL10371,Education,12,Pending,89938.96,4,5554,498,8.97,30161,9728,67.98,63498.0,2.92,7.49,4,27.3,297141.23,6988724.61,4.49,0
CL10372,Retail,12,Renewed,94913.37,7,3250,452,13.91,13919,9454,75.62,78370.36,2.99,6.3,10,1.68,331336.66,8148371.64,4.68,1
CL10373,Healthcare,24,Renewed,89793.03,6,9897,422,4.26,14957,11592,53.71,40476.25,2.14,7.92,3,4.8,195557.25,2607420.76,-4.47,0
CL10374,Retail,12,Not Renewed,44847.56,18,6514,977,15.0,2564,3445,86.62,33201.03,2.7,6.81,7,28.13,137767.08,1613087.75,20.88,1
CL10375,E-commerce,6,Pending,79134.72,3,4757,306,6.43,38583,18970,62.58,56409.29,2.43,8.17,3,45.0,300223.38,5006374.21,16.93,1
CL10376,Education,12,Renewed,50251.89,16,7047,448,6.36,11066,15457,77.69,37333.22,3.46,5.77,10,41.73,196951.53,4897553.26,5.24,1
CL10377,Education,24,Renewed,52266.29,6,8043,937,11.65,33585,661,61.51,30950.12,2.88,6.07,7,47.18,168608.18,4831216.17,5.9,0
CL10378,E-commerce,24,Renewed,24444.61,7,3762,135,3.59,32028,6361,65.84,19022.76,2.47,6.6,5,25.81,96806.46,1684554.01,2.81,1
CL10379,Healthcare,6,Renewed,61157.38,7,4582,133,2.9,6630,1837,47.62,28614.48,2.1,6.14,10,38.03,184420.98,4616324.44,-16.79,1
CL10380,E-commerce,12,Renewed,22682.91,19,4897,321,6.56,40687,9196,67.32,17061.46,2.37,6.72,4,40.5,63909.41,1172671.7,-2.43,0
CL10381,Retail,12,Pending,36498.65,19,5168,560,10.84,2542,12782,73.68,20323.5,2.3,7.56,3,31.46,109406.19,1585845.08,9.84,0
CL10382,Real Estate,24,Not Renewed,86227.87,5,5580,924,16.56,5098,11823,95.0,55249.22,3.35,8.1,3,16.92,181352.71,4400311.93,18.63,0
CL10383,Education,6,Pending,24672.2,18,8133,1270,15.62,43482,12198,86.85,19220.99,3.73,8.26,3,23.09,67561.54,1726903.16,16.13,0
CL10384,Technology,12,Pending,11760.04,15,1083,109,10.06,33386,9226,79.05,6568.5,3.56,6.03,10,41.32,32955.0,410701.6,15.15,0
CL10385,Technology,24,Renewed,11555.72,15,5707,175,3.07,33977,13489,61.94,6056.16,2.79,5.99,8,15.03,41752.42,614333.79,17.82,0
CL10386,Retail,12,Renewed,94374.53,14,8643,933,10.79,49125,8366,68.75,68187.98,2.52,6.09,3,44.42,327837.62,6191243.14,2.88,0
CL10387,Finance,24,Renewed,53157.44,8,9571,1285,13.43,29216,394,80.7,35262.41,2.49,7.13,8,11.8,166320.88,2013061.49,1.96,0
CL10388,Travel,12,Renewed,43894.15,13,2007,156,7.77,13101,11534,77.41,28784.1,3.29,5.96,9,36.23,113827.3,3236605.81,11.87,0
CL10389,E-commerce,6,Pending,82033.47,16,7024,297,4.23,36518,5430,55.06,45340.54,2.58,7.15,5,30.64,183012.54,3844973.79,-10.83,0
CL10390,E-commerce,12,Not Renewed,84403.46,20,9316,635,6.82,8561,4755,74.85,39159.16,2.75,6.86,9,36.23,214916.07,2292396.26,22.04,0
CL10391,Finance,24,Renewed,36558.15,12,8837,1278,14.46,9109,17593,83.03,22450.64,2.88,6.6,6,21.56,119951.51,1445254.6,8.64,0
CL10392,Finance,24,Renewed,70893.72,16,4274,340,7.96,35871,13560,78.65,34923.93,3.16,6.41,9,44.83,168410.54,4883201.3,9.7,1
CL10393,Retail,24,Pending,78256.67,13,9180,1385,15.09,45314,3871,95.0,63575.38,3.02,7.26,2,30.73,219084.32,5310540.14,25.98,0
CL10394,Retail,12,Renewed,67191.82,4,7365,549,7.45,17985,8663,50.97,31344.99,2.42,7.76,7,14.55,176636.71,4266997.43,-5.89,0
CL10395,Finance,24,Renewed,19401.53,18,9397,473,5.03,21305,17658,54.51,12080.56,1.98,8.0,2,31.01,67195.34,644737.21,3.78,0
CL10396,Education,12,Pending,88208.89,4,2090,193,9.23,8357,1264,66.41,41537.41,3.46,7.61,0,14.48,324051.0,8975102.64,6.33,0
CL10397,Retail,12,Renewed,56213.98,20,5696,542,9.52,12120,9575,86.06,27444.65,2.87,6.22,9,14.8,184985.22,3285740.4,33.49,0
CL10398,Real Estate,24,Renewed,31834.88,5,4098,113,2.76,8677,12488,57.38,22715.67,2.7,8.48,4,19.78,82635.43,1860435.98,-1.74,0
CL10399,Retail,6,Renewed,45396.68,4,3875,167,4.31,30611,14069,48.46,32179.19,1.86,8.54,1,41.06,126515.23,3683258.49,-1.19,0
CL10400,E-commerce,6,Pending,8569.25,17,9212,494,5.36,23542,8534,69.1,3969.46,2.68,6.54,9,24.51,18139.74,185030.29,-0.88,1
CL10401,Retail,12,Renewed,17147.35,13,4745,202,4.26,19145,19284,53.8,7724.07,2.71,7.07,5,32.91,37134.61,691078.14,7.96,0
CL10402,Education,6,Renewed,77726.94,9,2161,168,7.77,24905,7362,73.67,37427.64,3.22,6.47,9,19.42,168309.62,1530183.58,3.29,0
CL10403,Finance,12,Pending,5001.11,18,4587,801,17.46,12326,1641,95.0,3776.84,3.58,6.95,8,13.39,15000.0,284849.99,32.89,0
CL10404,E-commerce,18,Renewed,44573.75,8,4535,471,10.39,14390,2865,67.35,30480.89,2.65,7.58,0,45.87,100205.28,1357752.19,8.78,0
CL10405,Retail,12,Pending,54638.47,12,2744,336,12.24,17392,10406,79.34,25420.4,2.73,8.07,3,29.37,122497.1,3435240.28,10.57,0
CL10406,Education,24,Renewed,10190.27,19,1145,92,8.03,47098,4591,80.3,6575.16,2.61,8.0,0,44.9,21360.7,358151.33,22.68,0
CL10407,Real Estate,24,Not Renewed,97442.43,2,8051,605,7.51,9984,3183,51.23,71601.84,2.86,8.01,0,10.56,314568.57,6903268.24,-9.73,1
CL10408,Retail,12,Renewed,26481.91,4,6549,187,2.86,5995,1957,55.66,21121.46,2.47,7.42,7,7.9,105377.83,2837437.15,4.41,0
CL10409,Education,12,Renewed,33898.88,5,2781,285,10.25,28981,869,64.63,27919.61,2.74,5.66,10,41.22,127195.24,3770222.2,2.77,0
CL10410,Real Estate,12,Renewed,33874.54,14,3299,330,10.0,11767,17906,74.79,19680.3,3.27,7.58,1,33.0,65750.81,1254790.18,3.84,0
CL10411,Finance,18,Renewed,26889.58,7,6868,340,4.95,40666,3072,63.03,13561.3,2.81,9.6,0,9.77,72991.95,1315801.76,1.18,0
CL10412,Retail,12,Not Renewed,5140.01,15,9230,1324,14.34,7243,18356,95.0,2800.13,3.27,6.32,10,13.66,18713.47,180889.49,21.27,1
CL10413,Real Estate,24,Not Renewed,74287.76,6,7540,764,10.13,38439,5699,72.24,56493.51,3.07,5.22,7,38.63,161422.42,1336619.08,1.53,1
CL10414,E-commerce,12,Renewed,96850.32,17,8733,677,7.75,49273,18753,80.58,81218.07,2.77,7.45,3,22.33,357348.94,7644996.73,12.77,0
CL10415,Finance,18,Renewed,26307.88,16,2650,127,4.79,49976,5375,56.69,16746.48,1.92,8.09,2,32.52,81654.68,770837.8,-2.59,0
CL10416,E-commerce,12,Pending,67989.48,16,4325,478,11.05,27069,6671,74.76,38899.59,3.36,7.23,3,15.96,258275.87,4227546.38,-12.8,0
CL10417,Technology,12,Not Renewed,75480.15,5,696,99,14.22,29052,5172,86.41,46924.22,2.93,6.65,10,18.92,278906.79,2253383.23,19.0,0
CL10418,Healthcare,36,Renewed,85600.41,9,6154,423,6.87,46272,9731,66.74,48957.04,2.58,6.18,4,47.56,279464.23,6018263.58,7.15,0
CL10419,Retail,24,Renewed,45149.77,17,1605,95,5.92,44230,11345,63.45,24949.54,2.53,9.22,0,12.64,145363.13,2523377.98,10.53,0
CL10420,Real Estate,12,Renewed,33778.44,17,9153,969,10.59,29448,14806,74.94,23222.69,2.65,5.67,10,24.8,78349.76,845743.11,-2.93,1
CL10421,Healthcare,24,Pending,35903.04,5,6568,322,4.9,11275,5563,68.33,16382.36,3.1,7.59,0,40.69,73933.51,1073521.02,-5.81,0
CL10422,Healthcare,12,Renewed,72699.03,14,7336,941,12.83,4057,7550,79.96,40262.24,3.11,7.82,2,12.24,197071.18,4046370.98,12.15,0
CL10423,Real Estate,24,Renewed,82594.05,14,1651,196,11.87,4087,11195,72.43,59017.81,2.7,7.52,5,20.52,187526.18,4209530.32,-0.5,0
CL10424,Finance,24,Renewed,22253.33,3,6952,268,3.86,17035,1413,49.72,10299.4,1.86,9.07,0,29.91,45191.65,821195.07,-20.21,0
CL10425,Retail,12,Pending,40239.4,4,1549,47,3.03,1454,7947,58.66,19446.93,2.61,6.02,10,23.62,98816.15,2538300.38,-7.75,1
CL10426,Technology,6,Renewed,90684.32,9,6053,733,12.11,47062,17554,94.22,51450.52,2.44,8.01,1,22.6,330895.16,3465693.02,17.58,0
CL10427,E-commerce,12,Renewed,81635.88,16,8556,604,7.06,24044,9266,64.58,65400.29,2.72,6.71,6,18.04,158070.87,1558579.71,-8.42,0
CL10428,Education,18,Renewed,98561.55,12,8142,313,3.84,33955,10030,73.84,74508.04,3.31,7.19,0,28.57,246751.57,2214194.1,-1.99,0
CL10429,E-commerce,24,Pending,76653.58,10,2759,394,14.28,41769,3385,84.12,35173.46,3.09,6.46,6,30.35,207365.2,4103386.64,12.41,0
CL10430,Education,12,Renewed,42353.54,8,7609,561,7.37,15638,3195,64.27,27558.82,3.05,6.66,3,31.7,124302.04,2925709.23,-12.1,1
CL10431,E-commerce,12,Renewed,61110.59,14,7993,769,9.62,42962,16804,67.58,34214.29,2.27,5.67,9,4.31,135743.82,1475734.97,-9.91,0
CL10432,Real Estate,24,Renewed,67796.35,3,7545,466,6.18,3627,18805,60.11,48098.68,3.25,6.89,5,30.66,264556.75,5835276.3,-2.85,0
CL10433,Technology,36,Renewed,12453.3,9,2821,345,12.23,23647,655,73.43,9198.28,3.22,5.82,7,45.8,38608.83,713987.33,17.95,0
CL10434,Retail,18,Renewed,56727.21,8,9754,700,7.18,46028,5532,59.9,45106.36,2.7,7.14,8,26.43,169910.38,5050004.78,2.29,0
CL10435,Education,12,Pending,72385.48,13,9737,1704,17.5,12059,1486,81.74,46338.76,2.81,6.36,5,34.62,135981.12,3234231.99,21.5,0
CL10436,Retail,12,Pending,20895.52,20,3025,405,13.39,48064,11339,95.0,17714.8,3.04,6.29,10,27.17,61264.56,1376272.4,6.56,1
CL10437,Retail,6,Renewed,79160.01,8,9924,458,4.62,3895,10719,66.8,66652.29,2.66,6.37,8,41.17,290486.12,5969459.02,-10.01,1
CL10438,Retail,36,Not Renewed,60458.41,11,7204,645,8.95,25889,6954,73.13,48540.04,3.25,7.76,3,44.69,142800.96,4275754.34,5.78,0
CL10439,Travel,12,Renewed,95461.07,17,6340,537,8.47,1345,10296,71.12,64908.54,2.32,7.36,5,9.66,248916.92,7360498.65,10.97,0
CL10440,Finance,18,Renewed,9030.12,4,612,66,10.78,34432,16133,73.31,5501.17,2.83,7.45,7,21.53,17116.6,339568.23,10.92,0
CL10441,E-commerce,12,Renewed,30205.98,11,315,49,15.56,46222,7737,82.31,17995.35,3.29,6.86,8,19.44,117818.01,2122377.6,1.36,0
CL10442,Retail,18,Renewed,62147.62,7,7399,854,11.54,39172,13062,68.36,28267.84,3.04,8.49,2,20.05,121416.64,2205718.83,11.44,0
CL10443,E-commerce,24,Pending,33173.19,19,3253,112,3.44,14231,15040,65.27,18234.3,2.91,9.72,1,6.9,123526.4,2152266.26,-0.46,0
CL10444,Retail,24,Pending,72870.3,19,7550,956,12.66,33622,10718,81.46,53743.54,2.51,6.65,5,39.24,185211.16,3646949.01,17.74,0
CL10445,Education,12,Pending,77105.5,6,1806,47,2.6,36085,3893,55.88,53314.82,2.84,8.17,3,2.68,239546.1,3358161.78,-11.22,0
CL10446,Finance,6,Renewed,14739.02,8,1667,243,14.58,4332,7473,72.61,12035.42,2.84,7.96,0,25.83,49091.32,1393670.82,-7.02,0
CL10447,Finance,12,Renewed,53816.17,3,1228,158,12.87,32832,2613,76.02,25294.08,2.51,7.31,7,32.11,113726.67,2136362.52,14.48,0
CL10448,Real Estate,36,Renewed,53344.6,12,3610,263,7.29,12967,2427,59.35,27318.34,2.51,8.2,8,10.75,147226.95,3905072.92,-0.2,0
CL10449,Travel,24,Renewed,40081.67,14,7967,560,7.03,41525,8909,70.86,30690.44,2.09,6.35,8,43.57,103206.42,1904847.95,-5.86,1
CL10450,Real Estate,18,Renewed,93627.86,6,2465,367,14.89,13607,18649,91.29,55559.06,3.43,6.68,1,40.41,184186.22,4384071.51,13.06,1
CL10451,Real Estate,18,Renewed,83613.1,7,5683,832,14.64,12958,19792,94.27,41583.98,3.25,5.98,8,23.14,298836.66,4605492.26,25.98,0
CL10452,Real Estate,24,Renewed,71234.89,15,4997,398,7.96,29166,6552,65.75,60448.52,2.22,7.61,6,20.32,142968.24,3108951.73,2.17,0
CL10453,Real Estate,12,Renewed,72861.03,13,5818,415,7.13,43981,7742,59.48,55731.41,2.42,6.99,4,12.12,237750.4,4508739.43,0.15,0
CL10454,Real Estate,36,Pending,48863.03,5,6101,682,11.18,3081,14535,71.77,29977.29,2.55,6.27,6,35.31,122789.7,1974030.29,0.54,0
CL10455,Technology,12,Not Renewed,92494.48,7,4667,123,2.64,10082,1092,49.15,72084.55,2.07,6.51,8,7.19,212580.65,5823484.87,0.29,1
CL10456,Finance,12,Not Renewed,70986.57,11,9371,354,3.78,8918,5524,61.32,51269.45,1.77,6.39,7,32.97,232938.25,2441112.97,-3.47,1
CL10457,Real Estate,18,Pending,74253.2,19,2841,127,4.47,28591,4481,53.01,56877.2,1.79,6.83,5,40.6,230038.39,4304549.5,-27.33,0
CL10458,Retail,6,Renewed,86860.64,16,3120,168,5.38,29613,19658,51.77,67411.03,2.27,6.81,3,11.74,222020.9,2725555.12,-8.41,0
CL10459,Finance,12,Pending,31036.8,9,6356,663,10.43,19327,4882,71.8,15018.44,2.65,6.92,0,41.72,89950.56,2423557.01,9.6,0
CL10460,Finance,24,Pending,81671.74,10,328,59,17.99,14919,7560,95.0,57103.99,3.65,6.81,5,2.57,195350.24,2652138.46,23.38,0
CL10461,Healthcare,6,Renewed,23547.86,6,8462,1068,12.62,12314,19562,71.46,10660.45,2.57,6.5,2,43.9,85406.7,1873435.89,1.11,1
CL10462,Technology,18,Renewed,37807.49,11,394,14,3.55,34304,3083,63.67,17670.56,2.43,7.54,5,6.56,93606.24,1089801.04,-16.56,0
CL10463,Real Estate,12,Not Renewed,36882.99,7,4384,467,10.65,10524,14282,76.63,29933.94,2.73,7.02,5,31.35,89172.72,1507741.33,2.94,1
CL10464,E-commerce,12,Renewed,97959.92,17,8717,889,10.2,44200,2623,87.28,64754.0,3.07,8.38,3,12.75,337384.46,9374516.8,11.15,0
CL10465,Education,12,Renewed,86371.04,4,6901,327,4.74,7935,9777,52.63,64291.22,2.4,7.88,1,40.32,166094.48,1935568.37,-13.93,0
CL10466,Travel,12,Renewed,71611.14,11,1018,171,16.8,2048,10392,79.6,56243.42,2.83,6.09,8,25.08,176104.31,3978250.63,15.12,0
CL10467,Retail,24,Renewed,74070.39,12,598,56,9.36,5565,15189,76.79,61466.18,3.11,8.52,1,7.36,199678.12,2495822.38,5.59,0
CL10468,E-commerce,12,Renewed,58396.92,12,2909,521,17.91,23380,4681,95.0,46585.63,4.12,8.24,2,27.84,219113.13,3757018.72,32.05,0
CL10469,Technology,18,Renewed,94973.61,18,5061,456,9.01,3907,12007,75.24,61098.86,2.58,6.19,9,20.17,366290.32,7286822.65,5.36,0
CL10470,Education,12,Renewed,52144.58,5,9117,1087,11.92,33907,5709,69.22,30472.67,2.88,7.83,0,32.09,174720.88,3616851.72,12.68,0
CL10471,Technology,24,Renewed,41149.18,5,3879,160,4.12,33440,18485,62.48,21060.04,2.6,5.9,6,42.45,117779.9,2503441.15,-0.05,0
CL10472,Retail,36,Not Renewed,20488.36,18,2218,212,9.56,6166,17871,70.77,12500.53,3.14,7.85,0,20.24,65518.44,1446836.58,6.15,0
CL10473,Finance,24,Renewed,79689.54,10,6491,402,6.19,37622,11475,65.39,47542.57,2.72,6.61,10,14.62,216640.12,3028393.03,-5.19,0
CL10474,Education,12,Renewed,74772.17,20,245,38,15.51,25592,17514,87.56,50383.73,2.89,7.0,8,1.68,186630.72,3141010.82,4.99,0
CL10475,Finance,6,Renewed,41513.73,6,8042,1178,14.65,10609,10057,86.21,29732.29,2.71,6.98,10,28.02,160886.29,1419179.67,14.26,0
CL10476,Retail,12,Not Renewed,7393.37,7,4665,713,15.28,36154,13055,77.28,6220.27,3.13,5.73,10,19.91,15915.35,396493.6,22.09,1
CL10477,E-commerce,18,Renewed,84704.75,4,292,40,13.7,35432,1320,84.15,62796.25,2.69,8.75,0,18.61,221313.62,5846262.42,9.74,0
CL10478,Retail,6,Renewed,6084.71,2,5287,815,15.42,27005,13263,88.85,4304.93,3.59,7.89,4,9.6,22908.7,283683.22,11.76,1
CL10479,E-commerce,12,Not Renewed,71851.48,17,6737,378,5.61,37213,13389,65.79,41963.92,2.86,6.9,6,21.21,241751.94,3005403.84,-0.82,1
CL10480,Education,18,Not Renewed,97174.43,12,8343,793,9.5,43669,12637,84.46,45069.65,3.11,6.94,2,47.27,182402.57,1627906.61,27.77,1
CL10481,Education,12,Renewed,46577.83,14,2510,332,13.23,8246,9910,84.43,26328.12,2.62,7.0,8,14.99,88023.8,2583361.57,19.9,0
CL10482,Real Estate,24,Pending,27322.47,11,1920,238,12.4,12475,9555,86.28,20693.47,3.35,6.83,7,29.19,81257.6,2093041.75,24.61,1
CL10483,Technology,12,Renewed,71962.75,4,3064,417,13.61,41022,9163,81.07,38292.01,3.57,7.53,2,37.49,205090.86,3268219.34,-4.59,1
CL10484,Real Estate,6,Renewed,82627.17,10,2621,157,5.99,16096,934,69.28,60720.66,2.59,7.25,4,36.21,232512.94,4325201.52,-3.6,0
CL10485,Technology,24,Renewed,56910.88,13,2668,107,4.01,38453,1824,48.84,38808.21,2.03,7.09,6,16.45,142584.51,2056535.33,-17.63,0
CL10486,Real Estate,12,Renewed,96868.35,15,5982,1000,16.72,34361,2513,92.28,50249.75,3.22,6.49,3,29.71,377944.17,7989500.63,28.18,0
CL10487,Finance,24,Pending,9908.53,2,1967,220,11.18,4380,9605,65.76,5495.77,2.82,6.92,4,41.95,23877.93,567835.92,5.81,0
CL10488,Education,12,Renewed,52955.58,19,7565,369,4.88,43954,4598,64.83,34342.83,2.45,8.17,2,1.73,153105.96,2731732.85,8.33,0
CL10489,E-commerce,12,Renewed,73253.12,18,7702,1140,14.8,44039,2205,90.99,45222.8,3.54,7.57,8,21.48,198121.34,5392679.07,3.19,1
CL10490,Technology,24,Pending,86950.84,10,3299,550,16.67,43948,2668,95.0,66206.59,3.98,6.88,9,11.54,195455.07,3786857.73,29.88,0
CL10491,Retail,24,Pending,22029.28,10,6203,318,5.13,3285,9430,64.75,16384.54,2.75,6.67,8,19.27,50919.36,568951.13,5.1,0
CL10492,Technology,24,Renewed,81000.33,11,340,52,15.29,22949,16693,84.72,55066.44,2.97,7.22,6,20.55,307671.1,6673512.39,6.41,0
CL10493,E-commerce,12,Renewed,57507.17,20,3540,601,16.98,15299,5011,89.17,44792.9,3.34,5.36,9,36.09,212610.61,3862939.45,15.34,1
CL10494,Real Estate,18,Renewed,42672.6,16,4731,806,17.04,49548,18704,76.8,28806.9,3.32,8.11,1,5.41,97581.99,2789359.81,1.11,0
CL10495,Technology,12,Pending,17512.93,6,9699,1617,16.67,39807,16717,89.26,14636.53,3.24,6.67,6,25.09,65635.49,1090971.21,16.21,0
CL10496,Travel,6,Pending,87203.1,16,8374,919,10.97,49284,892,85.99,46818.44,3.28,7.01,6,27.52,198257.41,3343223.88,18.29,0
CL10497,Finance,36,Not Renewed,19940.95,3,5177,415,8.02,47998,14295,66.86,14669.62,2.93,5.76,10,24.23,63804.27,1423920.82,12.54,1
CL10498,Education,12,Renewed,34429.85,14,3868,101,2.61,43833,14001,55.83,20588.28,2.13,6.76,4,35.4,69554.62,1362832.14,-13.93,0
CL10499,E-commerce,36,Renewed,32554.33,17,9242,318,3.44,41328,15862,60.55,18282.07,2.71,5.98,8,19.04,120098.55,1950147.92,-6.87,0
CL10500,Education,12,Renewed,87784.33,16,8095,740,9.14,4490,19594,70.74,45837.03,2.3,5.48,10,45.41,170186.55,5067310.85,-4.81,0
CL10501,Travel,12,Renewed,68906.78,11,8902,774,8.69,19573,18650,71.94,46236.55,2.57,7.86,2,23.64,209003.25,3061496.58,10.99,0
CL10502,Technology,18,Renewed,80684.73,15,6529,350,5.36,37363,8626,60.82,43262.17,2.95,7.68,3,27.85,280092.29,3950879.17,-15.53,0
CL10503,Technology,24,Not Renewed,28794.45,11,3705,320,8.64,15049,15998,64.16,15265.1,2.93,7.42,0,39.8,59831.64,1616495.82,0.83,0
CL10504,Retail,24,Renewed,64363.04,15,2273,118,5.19,18759,1314,62.7,54464.83,2.5,7.56,5,13.94,177703.89,1434817.59,-11.42,0
CL10505,Travel,24,Renewed,59315.87,10,9814,1537,15.66,20290,15446,86.97,45714.68,3.73,7.45,3,4.53,117491.1,1460128.82,15.75,0
CL10506,E-commerce,24,Pending,84118.89,15,6668,475,7.12,10479,312,81.18,63031.19,2.55,7.82,0,34.27,279367.93,5863884.56,20.57,0
CL10507,Retail,24,Renewed,91078.27,4,2701,318,11.77,20816,1758,70.19,69913.89,2.69,8.15,1,23.7,231115.68,2674912.45,-0.46,0
CL10508,Finance,24,Pending,6154.89,17,2757,284,10.3,26683,12370,75.58,5155.15,2.98,7.14,2,43.14,18982.43,563544.43,9.17,1
CL10509,Retail,12,Renewed,69031.89,3,6180,204,3.3,28824,14129,52.5,46894.1,1.38,5.0,8,47.19,264293.11,4813386.38,-15.9,1
CL10510,Healthcare,12,Renewed,9924.4,11,7425,1270,17.1,25124,5124,88.47,5340.3,3.11,5.97,7,19.76,24581.02,519692.16,15.53,0
CL10511,E-commerce,12,Renewed,57141.57,4,2259,241,10.67,38676,13139,76.67,45420.91,2.51,7.09,6,20.53,114331.06,1318033.18,-4.29,0
CL10512,Healthcare,36,Renewed,32325.11,12,3930,296,7.53,20745,5241,83.69,24149.84,2.67,6.41,10,20.17,106853.61,1535092.96,18.74,0
CL10513,Travel,36,Not Renewed,34143.78,12,8413,417,4.96,47205,18278,59.35,21023.12,2.42,7.92,3,16.25,119718.24,2576545.46,-7.28,1
CL10514,Real Estate,6,Renewed,38531.06,14,4468,346,7.74,24290,6088,72.86,24637.83,2.18,8.19,0,37.74,149168.41,2996819.34,3.83,0
CL10515,Healthcare,24,Renewed,64022.78,8,1417,40,2.82,27256,13877,41.46,39342.06,1.84,6.19,7,36.67,139890.23,3533068.6,-15.92,0
CL10516,Finance,36,Renewed,36734.75,18,4593,374,8.14,3333,5678,68.9,30195.11,2.1,7.96,3,23.5,100248.69,1395775.54,-13.0,0
CL10517,Retail,12,Renewed,74606.41,3,1330,143,10.75,5785,15151,83.81,43824.75,3.11,8.47,2,3.1,270041.49,6042968.81,7.63,0
CL10518,Real Estate,18,Not Renewed,43430.1,13,1233,197,15.98,10089,3945,89.12,36281.23,3.22,6.3,8,15.55,156490.74,2253695.31,17.97,1
CL10519,Retail,36,Renewed,11493.55,11,7707,1014,13.16,47976,11982,85.27,9357.0,2.97,6.73,9,14.74,36958.64,772751.85,12.91,0
CL10520,Healthcare,6,Pending,79457.19,19,1401,59,4.21,14616,14347,57.82,55795.51,2.83,7.32,3,39.12,193972.96,4133695.93,12.39,0
CL10521,Retail,24,Not Renewed,32147.04,12,2010,96,4.78,8145,11584,62.95,21921.99,2.5,8.93,3,5.12,79305.34,847017.55,8.63,0
CL10522,Travel,12,Renewed,46112.85,17,8182,748,9.14,45286,478,85.23,27577.13,3.09,6.83,8,38.87,97294.2,1952687.63,15.28,0
CL10523,Real Estate,36,Not Renewed,70117.17,18,8207,454,5.53,29650,3393,57.0,32067.06,2.15,5.74,10,32.45,262955.27,2172705.42,-13.78,0
